student_id,semester,year,class_id,grade,exam_type,tier_kmeans,difficulty_tier
0000000112,Fall,2018,C0000,3.0,take-home,Medium,Hard
0000000119,Fall,2018,C0000,6.1,take-home,Low,Hard
0000000119,Fall,2018,C0000,2.7,take-home,Low,Hard
0000000120,Fall,2018,C0000,1.0,take-home,Low,Hard
0000000120,Fall,2018,C0000,2.8,take-home,Low,Hard
0000000123,Fall,2018,C0000,2.8,take-home,Low,Hard
0000000123,Fall,2018,C0000,3.4,take-home,Low,Hard
0000000125,Fall,2018,C0000,1.0,take-home,Low,Hard
0000000125,Fall,2018,C0000,3.5,take-home,Low,Hard
0000000128,Fall,2018,C0000,6.7,take-home,Medium,Hard
0000000128,Fall,2018,C0000,6.7,take-home,Medium,Hard
0000000136,Fall,2018,C0000,5.2,take-home,Medium,Hard
0000000136,Fall,2018,C0000,3.5,take-home,Medium,Hard
0000000137,Fall,2018,C0000,2.0,take-home,Low,Hard
0000000137,Fall,2018,C0000,1.3,take-home,Low,Hard
0000000141,Fall,2018,C0000,6.8,take-home,Medium,Hard
0000000141,Fall,2018,C0000,4.6,take-home,Medium,Hard
0000000142,Fall,2018,C0000,5.9,take-home,High,Hard
0000000142,Fall,2018,C0000,2.8,take-home,High,Hard
0000000153,Fall,2018,C0000,6.2,take-home,Medium,Hard
0000000153,Fall,2018,C0000,2.7,take-home,Medium,Hard
0000000155,Fall,2018,C0000,4.7,take-home,High,Hard
0000000155,Fall,2018,C0000,5.6,take-home,High,Hard
0000000159,Fall,2018,C0000,3.0,take-home,Medium,Hard
0000000159,Fall,2018,C0000,4.8,take-home,Medium,Hard
0000000160,Fall,2018,C0000,3.6,take-home,Medium,Hard
0000000160,Fall,2018,C0000,2.8,take-home,Medium,Hard
0000000164,Fall,2018,C0000,3.7,take-home,Low,Hard
0000000164,Fall,2018,C0000,4.2,take-home,Low,Hard
0000000173,Fall,2018,C0000,4.9,take-home,Low,Hard
0000000173,Fall,2018,C0000,2.9,take-home,Low,Hard
0000000174,Fall,2018,C0000,5.3,take-home,Medium,Hard
0000000174,Fall,2018,C0000,3.0,take-home,Medium,Hard
0000000175,Fall,2018,C0000,3.9,take-home,Low,Hard
0000000175,Fall,2018,C0000,1.8,take-home,Low,Hard
0000000181,Fall,2018,C0000,4.0,take-home,Medium,Hard
0000000181,Fall,2018,C0000,2.0,take-home,Medium,Hard
0000000186,Fall,2018,C0000,3.0,take-home,Medium,Hard
0000000186,Fall,2018,C0000,3.3,take-home,Medium,Hard
0000000189,Fall,2018,C0000,6.4,take-home,Medium,Hard
0000000189,Fall,2018,C0000,3.3,take-home,Medium,Hard
0000000201,Fall,2018,C0000,5.0,take-home,Medium,Hard
0000000201,Fall,2018,C0000,5.8,take-home,Medium,Hard
0000000203,Fall,2018,C0000,5.9,take-home,High,Hard
0000000203,Fall,2018,C0000,5.0,take-home,High,Hard
0000000214,Fall,2018,C0000,6.5,take-home,Medium,Hard
0000000214,Fall,2018,C0000,6.9,take-home,Medium,Hard
0000000220,Fall,2018,C0000,6.2,take-home,Medium,Hard
0000000220,Fall,2018,C0000,4.3,take-home,Medium,Hard
0000000225,Fall,2018,C0000,5.2,take-home,High,Hard
0000000225,Fall,2018,C0000,4.7,take-home,High,Hard
0000000227,Fall,2018,C0000,4.4,take-home,Low,Hard
0000000227,Fall,2018,C0000,5.2,take-home,Low,Hard
0000000231,Fall,2018,C0000,2.2,take-home,Medium,Hard
0000000231,Fall,2018,C0000,3.7,take-home,Medium,Hard
0000000239,Fall,2018,C0000,4.1,take-home,Medium,Hard
0000000239,Fall,2018,C0000,2.2,take-home,Medium,Hard
0000000243,Fall,2018,C0000,1.1,take-home,Low,Hard
0000000243,Fall,2018,C0000,3.3,take-home,Low,Hard
0000000245,Fall,2018,C0000,4.3,take-home,Medium,Hard
0000000245,Fall,2018,C0000,5.6,take-home,Medium,Hard
0000000247,Fall,2018,C0000,3.2,take-home,Low,Hard
0000000247,Fall,2018,C0000,3.5,take-home,Low,Hard
0000000248,Fall,2018,C0000,2.5,take-home,Low,Hard
0000000248,Fall,2018,C0000,2.2,take-home,Low,Hard
0000000251,Fall,2018,C0000,8.0,take-home,High,Hard
0000000251,Fall,2018,C0000,7.2,take-home,High,Hard
0000000260,Fall,2018,C0000,5.1,take-home,Medium,Hard
0000000260,Fall,2018,C0000,5.3,take-home,Medium,Hard
0000000263,Fall,2018,C0000,5.5,take-home,High,Hard
0000000263,Fall,2018,C0000,5.1,take-home,High,Hard
0000000267,Fall,2018,C0000,6.1,take-home,Medium,Hard
0000000267,Fall,2018,C0000,4.1,take-home,Medium,Hard
0000000271,Fall,2018,C0000,4.0,take-home,High,Hard
0000000271,Fall,2018,C0000,6.6,take-home,High,Hard
0000000274,Fall,2018,C0000,1.9,take-home,Medium,Hard
0000000274,Fall,2018,C0000,5.0,take-home,Medium,Hard
0000000275,Fall,2018,C0000,4.1,take-home,Medium,Hard
0000000275,Fall,2018,C0000,4.7,take-home,Medium,Hard
0000000276,Fall,2018,C0000,4.5,take-home,High,Hard
0000000276,Fall,2018,C0000,7.5,take-home,High,Hard
0000000277,Fall,2018,C0000,5.3,take-home,Medium,Hard
0000000277,Fall,2018,C0000,5.4,take-home,Medium,Hard
0000000282,Fall,2018,C0000,1.0,take-home,Medium,Hard
0000000282,Fall,2018,C0000,1.0,take-home,Medium,Hard
0000000288,Fall,2018,C0000,5.3,take-home,High,Hard
0000000288,Fall,2018,C0000,6.3,take-home,High,Hard
0000000295,Fall,2018,C0000,5.1,take-home,Low,Hard
0000000295,Fall,2018,C0000,1.0,take-home,Low,Hard
0000000296,Fall,2018,C0000,3.5,take-home,Medium,Hard
0000000296,Fall,2018,C0000,5.2,take-home,Medium,Hard
0000000297,Fall,2018,C0000,3.4,take-home,Medium,Hard
0000000297,Fall,2018,C0000,5.3,take-home,Medium,Hard
0000000298,Fall,2018,C0000,5.3,take-home,High,Hard
0000000298,Fall,2018,C0000,6.9,take-home,High,Hard
0000000299,Fall,2018,C0000,4.4,take-home,High,Hard
0000000299,Fall,2018,C0000,7.9,take-home,High,Hard
0000000309,Fall,2018,C0000,2.3,take-home,Medium,Hard
0000000309,Fall,2018,C0000,2.0,take-home,Medium,Hard
0000000312,Fall,2018,C0000,5.0,take-home,Medium,Hard
0000000312,Fall,2018,C0000,2.7,take-home,Medium,Hard
0000000316,Fall,2018,C0000,4.6,take-home,Low,Hard
0000000316,Fall,2018,C0000,4.1,take-home,Low,Hard
0000000324,Fall,2018,C0000,3.1,take-home,Low,Hard
0000000324,Fall,2018,C0000,2.9,take-home,Low,Hard
0000000326,Fall,2018,C0000,5.7,take-home,Medium,Hard
0000000326,Fall,2018,C0000,5.1,take-home,Medium,Hard
0000000000,Fall,2018,C0001,6.1,take-home,Medium,Easy
0000000000,Fall,2018,C0001,7.9,take-home,Medium,Easy
0000000001,Fall,2018,C0001,7.3,take-home,High,Easy
0000000001,Fall,2018,C0001,7.6,take-home,High,Easy
0000000002,Fall,2018,C0001,4.1,take-home,High,Easy
0000000002,Fall,2018,C0001,8.1,take-home,High,Easy
0000000007,Fall,2018,C0001,3.2,take-home,Low,Easy
0000000007,Fall,2018,C0001,7.3,take-home,Low,Easy
0000000008,Fall,2018,C0001,5.9,take-home,Medium,Easy
0000000008,Fall,2018,C0001,6.7,take-home,Medium,Easy
0000000012,Fall,2018,C0001,6.8,take-home,Low,Easy
0000000012,Fall,2018,C0001,7.0,take-home,Low,Easy
0000000018,Fall,2018,C0001,7.1,take-home,High,Easy
0000000018,Fall,2018,C0001,7.3,take-home,High,Easy
0000000025,Fall,2018,C0001,5.1,take-home,Medium,Easy
0000000025,Fall,2018,C0001,6.8,take-home,Medium,Easy
0000000030,Fall,2018,C0001,5.6,take-home,Medium,Easy
0000000030,Fall,2018,C0001,5.1,take-home,Medium,Easy
0000000035,Fall,2018,C0001,6.9,take-home,High,Easy
0000000035,Fall,2018,C0001,7.8,take-home,High,Easy
0000000048,Fall,2018,C0001,7.5,take-home,Medium,Easy
0000000048,Fall,2018,C0001,7.6,take-home,Medium,Easy
0000000059,Fall,2018,C0001,7.8,take-home,Medium,Easy
0000000059,Fall,2018,C0001,5.0,take-home,Medium,Easy
0000000060,Fall,2018,C0001,7.6,take-home,High,Easy
0000000060,Fall,2018,C0001,8.0,take-home,High,Easy
0000000066,Fall,2018,C0001,6.8,take-home,Medium,Easy
0000000066,Fall,2018,C0001,6.2,take-home,Medium,Easy
0000000072,Fall,2018,C0001,5.6,take-home,Medium,Easy
0000000072,Fall,2018,C0001,6.8,take-home,Medium,Easy
0000000074,Fall,2018,C0001,8.1,take-home,High,Easy
0000000074,Fall,2018,C0001,7.4,take-home,High,Easy
0000000075,Fall,2018,C0001,6.3,take-home,Medium,Easy
0000000075,Fall,2018,C0001,7.2,take-home,Medium,Easy
0000000079,Fall,2018,C0001,5.9,take-home,Medium,Easy
0000000079,Fall,2018,C0001,7.0,take-home,Medium,Easy
0000000088,Fall,2018,C0001,5.4,take-home,Medium,Easy
0000000088,Fall,2018,C0001,6.0,take-home,Medium,Easy
0000000090,Fall,2018,C0001,4.4,take-home,Low,Easy
0000000090,Fall,2018,C0001,4.5,take-home,Low,Easy
0000000091,Fall,2018,C0001,6.8,take-home,Medium,Easy
0000000091,Fall,2018,C0001,4.6,take-home,Medium,Easy
0000000093,Fall,2018,C0001,6.9,take-home,Medium,Easy
0000000093,Fall,2018,C0001,8.4,take-home,Medium,Easy
0000000096,Fall,2018,C0001,8.6,take-home,High,Easy
0000000096,Fall,2018,C0001,8.4,take-home,High,Easy
0000000108,Fall,2018,C0001,7.1,take-home,Medium,Easy
0000000108,Fall,2018,C0001,7.5,take-home,Medium,Easy
0000000116,Fall,2018,C0001,4.1,take-home,Medium,Easy
0000000116,Fall,2018,C0001,6.0,take-home,Medium,Easy
0000000129,Fall,2018,C0001,5.0,take-home,Medium,Easy
0000000129,Fall,2018,C0001,6.7,take-home,Medium,Easy
0000000131,Fall,2018,C0001,7.5,take-home,Medium,Easy
0000000131,Fall,2018,C0001,6.8,take-home,Medium,Easy
0000000132,Fall,2018,C0001,4.5,take-home,Medium,Easy
0000000132,Fall,2018,C0001,7.7,take-home,Medium,Easy
0000000133,Fall,2018,C0001,5.6,take-home,Low,Easy
0000000133,Fall,2018,C0001,5.4,take-home,Low,Easy
0000000137,Fall,2018,C0001,3.2,take-home,Low,Easy
0000000137,Fall,2018,C0001,4.3,take-home,Low,Easy
0000000141,Fall,2018,C0001,9.9,take-home,Medium,Easy
0000000141,Fall,2018,C0001,6.6,take-home,Medium,Easy
0000000143,Fall,2018,C0001,7.3,take-home,Medium,Easy
0000000143,Fall,2018,C0001,7.8,take-home,Medium,Easy
0000000151,Fall,2018,C0001,6.7,take-home,High,Easy
0000000151,Fall,2018,C0001,9.1,take-home,High,Easy
0000000156,Fall,2018,C0001,5.6,take-home,Medium,Easy
0000000156,Fall,2018,C0001,6.7,take-home,Medium,Easy
0000000157,Fall,2018,C0001,8.6,take-home,Medium,Easy
0000000157,Fall,2018,C0001,7.1,take-home,Medium,Easy
0000000165,Fall,2018,C0001,6.2,take-home,Medium,Easy
0000000165,Fall,2018,C0001,6.9,take-home,Medium,Easy
0000000167,Fall,2018,C0001,8.5,take-home,High,Easy
0000000167,Fall,2018,C0001,9.0,take-home,High,Easy
0000000168,Fall,2018,C0001,9.2,take-home,High,Easy
0000000168,Fall,2018,C0001,7.1,take-home,High,Easy
0000000169,Fall,2018,C0001,4.7,take-home,Low,Easy
0000000169,Fall,2018,C0001,3.2,take-home,Low,Easy
0000000171,Fall,2018,C0001,5.2,take-home,Low,Easy
0000000171,Fall,2018,C0001,5.4,take-home,Low,Easy
0000000175,Fall,2018,C0001,5.9,take-home,Low,Easy
0000000175,Fall,2018,C0001,5.4,take-home,Low,Easy
0000000188,Fall,2018,C0001,6.9,take-home,Medium,Easy
0000000188,Fall,2018,C0001,5.6,take-home,Medium,Easy
0000000194,Fall,2018,C0001,8.1,take-home,High,Easy
0000000194,Fall,2018,C0001,8.5,take-home,High,Easy
0000000200,Fall,2018,C0001,4.4,take-home,Medium,Easy
0000000200,Fall,2018,C0001,5.1,take-home,Medium,Easy
0000000202,Fall,2018,C0001,6.1,take-home,Low,Easy
0000000202,Fall,2018,C0001,6.7,take-home,Low,Easy
0000000212,Fall,2018,C0001,6.5,take-home,Medium,Easy
0000000212,Fall,2018,C0001,6.0,take-home,Medium,Easy
0000000219,Fall,2018,C0001,5.3,take-home,Low,Easy
0000000219,Fall,2018,C0001,4.6,take-home,Low,Easy
0000000228,Fall,2018,C0001,8.1,take-home,Medium,Easy
0000000228,Fall,2018,C0001,7.9,take-home,Medium,Easy
0000000230,Fall,2018,C0001,3.4,take-home,Low,Easy
0000000230,Fall,2018,C0001,3.4,take-home,Low,Easy
0000000232,Fall,2018,C0001,6.9,take-home,High,Easy
0000000232,Fall,2018,C0001,8.2,take-home,High,Easy
0000000234,Fall,2018,C0001,5.8,take-home,High,Easy
0000000234,Fall,2018,C0001,5.0,take-home,High,Easy
0000000239,Fall,2018,C0001,6.0,take-home,Medium,Easy
0000000239,Fall,2018,C0001,6.2,take-home,Medium,Easy
0000000243,Fall,2018,C0001,5.2,take-home,Low,Easy
0000000243,Fall,2018,C0001,2.8,take-home,Low,Easy
0000000249,Fall,2018,C0001,6.6,take-home,Medium,Easy
0000000249,Fall,2018,C0001,8.9,take-home,Medium,Easy
0000000250,Fall,2018,C0001,7.4,take-home,High,Easy
0000000250,Fall,2018,C0001,7.2,take-home,High,Easy
0000000260,Fall,2018,C0001,5.9,take-home,Medium,Easy
0000000260,Fall,2018,C0001,7.4,take-home,Medium,Easy
0000000266,Fall,2018,C0001,5.3,take-home,Medium,Easy
0000000266,Fall,2018,C0001,6.5,take-home,Medium,Easy
0000000267,Fall,2018,C0001,6.5,take-home,Medium,Easy
0000000267,Fall,2018,C0001,7.5,take-home,Medium,Easy
0000000268,Fall,2018,C0001,6.4,take-home,Medium,Easy
0000000268,Fall,2018,C0001,6.1,take-home,Medium,Easy
0000000275,Fall,2018,C0001,7.3,take-home,Medium,Easy
0000000275,Fall,2018,C0001,5.5,take-home,Medium,Easy
0000000290,Fall,2018,C0001,7.4,take-home,High,Easy
0000000290,Fall,2018,C0001,7.3,take-home,High,Easy
0000000294,Fall,2018,C0001,6.0,take-home,High,Easy
0000000294,Fall,2018,C0001,4.8,take-home,High,Easy
0000000300,Fall,2018,C0001,6.3,take-home,Medium,Easy
0000000300,Fall,2018,C0001,7.1,take-home,Medium,Easy
0000000305,Fall,2018,C0001,5.6,take-home,Medium,Easy
0000000305,Fall,2018,C0001,7.2,take-home,Medium,Easy
0000000313,Fall,2018,C0001,5.9,take-home,Medium,Easy
0000000313,Fall,2018,C0001,5.0,take-home,Medium,Easy
0000000328,Fall,2018,C0001,8.0,take-home,High,Easy
0000000328,Fall,2018,C0001,7.7,take-home,High,Easy
0000000330,Fall,2018,C0001,3.4,take-home,Medium,Easy
0000000330,Fall,2018,C0001,7.2,take-home,Medium,Easy
0000000000,Fall,2018,C0002,6.0,in-person,Medium,Easy
0000000000,Fall,2018,C0002,5.4,in-person,Medium,Easy
0000000002,Fall,2018,C0002,8.1,in-person,High,Easy
0000000002,Fall,2018,C0002,8.3,in-person,High,Easy
0000000004,Fall,2018,C0002,9.2,in-person,Medium,Easy
0000000004,Fall,2018,C0002,9.0,in-person,Medium,Easy
0000000005,Fall,2018,C0002,4.0,in-person,Low,Easy
0000000005,Fall,2018,C0002,5.3,in-person,Low,Easy
0000000011,Fall,2018,C0002,10.0,in-person,High,Easy
0000000011,Fall,2018,C0002,9.7,in-person,High,Easy
0000000015,Fall,2018,C0002,5.4,in-person,Low,Easy
0000000015,Fall,2018,C0002,6.0,in-person,Low,Easy
0000000017,Fall,2018,C0002,8.2,in-person,High,Easy
0000000017,Fall,2018,C0002,8.1,in-person,High,Easy
0000000019,Fall,2018,C0002,7.2,in-person,Medium,Easy
0000000019,Fall,2018,C0002,7.7,in-person,Medium,Easy
0000000035,Fall,2018,C0002,6.6,in-person,High,Easy
0000000035,Fall,2018,C0002,6.6,in-person,High,Easy
0000000036,Fall,2018,C0002,5.7,in-person,Medium,Easy
0000000036,Fall,2018,C0002,7.4,in-person,Medium,Easy
0000000043,Fall,2018,C0002,5.3,in-person,Medium,Easy
0000000043,Fall,2018,C0002,7.8,in-person,Medium,Easy
0000000050,Fall,2018,C0002,7.0,in-person,High,Easy
0000000050,Fall,2018,C0002,7.4,in-person,High,Easy
0000000055,Fall,2018,C0002,6.8,in-person,Medium,Easy
0000000055,Fall,2018,C0002,7.0,in-person,Medium,Easy
0000000058,Fall,2018,C0002,9.2,in-person,Low,Easy
0000000058,Fall,2018,C0002,6.9,in-person,Low,Easy
0000000059,Fall,2018,C0002,8.3,in-person,Medium,Easy
0000000059,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000068,Fall,2018,C0002,4.3,in-person,Low,Easy
0000000068,Fall,2018,C0002,5.4,in-person,Low,Easy
0000000078,Fall,2018,C0002,4.4,in-person,Low,Easy
0000000078,Fall,2018,C0002,5.5,in-person,Low,Easy
0000000080,Fall,2018,C0002,9.3,in-person,High,Easy
0000000080,Fall,2018,C0002,8.5,in-person,High,Easy
0000000081,Fall,2018,C0002,7.5,in-person,Medium,Easy
0000000081,Fall,2018,C0002,7.1,in-person,Medium,Easy
0000000087,Fall,2018,C0002,7.0,in-person,Low,Easy
0000000087,Fall,2018,C0002,5.9,in-person,Low,Easy
0000000090,Fall,2018,C0002,6.8,in-person,Low,Easy
0000000090,Fall,2018,C0002,4.3,in-person,Low,Easy
0000000092,Fall,2018,C0002,7.4,in-person,High,Easy
0000000092,Fall,2018,C0002,7.4,in-person,High,Easy
0000000106,Fall,2018,C0002,5.7,in-person,Medium,Easy
0000000106,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000107,Fall,2018,C0002,6.2,in-person,Medium,Easy
0000000107,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000110,Fall,2018,C0002,5.5,in-person,Low,Easy
0000000110,Fall,2018,C0002,6.1,in-person,Low,Easy
0000000120,Fall,2018,C0002,5.1,in-person,Low,Easy
0000000120,Fall,2018,C0002,5.5,in-person,Low,Easy
0000000125,Fall,2018,C0002,5.5,in-person,Low,Easy
0000000125,Fall,2018,C0002,7.0,in-person,Low,Easy
0000000128,Fall,2018,C0002,7.5,in-person,Medium,Easy
0000000128,Fall,2018,C0002,10.0,in-person,Medium,Easy
0000000129,Fall,2018,C0002,5.8,in-person,Medium,Easy
0000000129,Fall,2018,C0002,4.7,in-person,Medium,Easy
0000000150,Fall,2018,C0002,9.0,in-person,High,Easy
0000000150,Fall,2018,C0002,8.6,in-person,High,Easy
0000000152,Fall,2018,C0002,4.7,in-person,Medium,Easy
0000000152,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000158,Fall,2018,C0002,6.4,in-person,Medium,Easy
0000000158,Fall,2018,C0002,4.9,in-person,Medium,Easy
0000000168,Fall,2018,C0002,9.5,in-person,High,Easy
0000000168,Fall,2018,C0002,9.9,in-person,High,Easy
0000000172,Fall,2018,C0002,5.7,in-person,Low,Easy
0000000172,Fall,2018,C0002,6.3,in-person,Low,Easy
0000000180,Fall,2018,C0002,6.0,in-person,Low,Easy
0000000180,Fall,2018,C0002,4.3,in-person,Low,Easy
0000000185,Fall,2018,C0002,6.6,in-person,Medium,Easy
0000000185,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000191,Fall,2018,C0002,7.2,in-person,Medium,Easy
0000000191,Fall,2018,C0002,6.4,in-person,Medium,Easy
0000000192,Fall,2018,C0002,7.3,in-person,Medium,Easy
0000000192,Fall,2018,C0002,6.2,in-person,Medium,Easy
0000000197,Fall,2018,C0002,5.9,in-person,Medium,Easy
0000000197,Fall,2018,C0002,6.7,in-person,Medium,Easy
0000000205,Fall,2018,C0002,5.5,in-person,Medium,Easy
0000000205,Fall,2018,C0002,4.7,in-person,Medium,Easy
0000000207,Fall,2018,C0002,6.9,in-person,Medium,Easy
0000000207,Fall,2018,C0002,4.9,in-person,Medium,Easy
0000000213,Fall,2018,C0002,5.7,in-person,Medium,Easy
0000000213,Fall,2018,C0002,7.4,in-person,Medium,Easy
0000000217,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000217,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000232,Fall,2018,C0002,9.7,in-person,High,Easy
0000000232,Fall,2018,C0002,7.4,in-person,High,Easy
0000000240,Fall,2018,C0002,7.6,in-person,High,Easy
0000000240,Fall,2018,C0002,6.9,in-person,High,Easy
0000000246,Fall,2018,C0002,7.6,in-person,Medium,Easy
0000000246,Fall,2018,C0002,7.9,in-person,Medium,Easy
0000000249,Fall,2018,C0002,6.9,in-person,Medium,Easy
0000000249,Fall,2018,C0002,4.4,in-person,Medium,Easy
0000000250,Fall,2018,C0002,8.0,in-person,High,Easy
0000000250,Fall,2018,C0002,8.0,in-person,High,Easy
0000000256,Fall,2018,C0002,5.1,in-person,Low,Easy
0000000256,Fall,2018,C0002,4.9,in-person,Low,Easy
0000000262,Fall,2018,C0002,6.2,in-person,Medium,Easy
0000000262,Fall,2018,C0002,6.8,in-person,Medium,Easy
0000000270,Fall,2018,C0002,5.9,in-person,High,Easy
0000000270,Fall,2018,C0002,6.7,in-person,High,Easy
0000000273,Fall,2018,C0002,6.2,in-person,Medium,Easy
0000000273,Fall,2018,C0002,7.7,in-person,Medium,Easy
0000000290,Fall,2018,C0002,8.2,in-person,High,Easy
0000000290,Fall,2018,C0002,7.9,in-person,High,Easy
0000000291,Fall,2018,C0002,5.2,in-person,Medium,Easy
0000000291,Fall,2018,C0002,5.3,in-person,Medium,Easy
0000000302,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000302,Fall,2018,C0002,4.6,in-person,Medium,Easy
0000000304,Fall,2018,C0002,3.5,in-person,Low,Easy
0000000304,Fall,2018,C0002,4.2,in-person,Low,Easy
0000000315,Fall,2018,C0002,6.3,in-person,Medium,Easy
0000000315,Fall,2018,C0002,4.6,in-person,Medium,Easy
0000000319,Fall,2018,C0002,3.3,in-person,Low,Easy
0000000319,Fall,2018,C0002,4.0,in-person,Low,Easy
0000000324,Fall,2018,C0002,4.8,in-person,Low,Easy
0000000324,Fall,2018,C0002,6.6,in-person,Low,Easy
0000000010,Fall,2018,C0003,6.6,in-person,Medium,Hard
0000000010,Fall,2018,C0003,8.4,in-person,Medium,Hard
0000000012,Fall,2018,C0003,1.5,in-person,Low,Hard
0000000012,Fall,2018,C0003,2.1,in-person,Low,Hard
0000000023,Fall,2018,C0003,4.0,in-person,Medium,Hard
0000000023,Fall,2018,C0003,3.2,in-person,Medium,Hard
0000000026,Fall,2018,C0003,4.5,in-person,High,Hard
0000000026,Fall,2018,C0003,5.4,in-person,High,Hard
0000000041,Fall,2018,C0003,4.4,in-person,High,Hard
0000000041,Fall,2018,C0003,4.6,in-person,High,Hard
0000000042,Fall,2018,C0003,2.7,in-person,Low,Hard
0000000042,Fall,2018,C0003,2.9,in-person,Low,Hard
0000000046,Fall,2018,C0003,5.2,in-person,Medium,Hard
0000000046,Fall,2018,C0003,4.9,in-person,Medium,Hard
0000000047,Fall,2018,C0003,5.0,in-person,Medium,Hard
0000000047,Fall,2018,C0003,3.8,in-person,Medium,Hard
0000000054,Fall,2018,C0003,3.7,in-person,Low,Hard
0000000054,Fall,2018,C0003,3.6,in-person,Low,Hard
0000000061,Fall,2018,C0003,4.1,in-person,Medium,Hard
0000000061,Fall,2018,C0003,2.1,in-person,Medium,Hard
0000000071,Fall,2018,C0003,1.7,in-person,Low,Hard
0000000071,Fall,2018,C0003,2.2,in-person,Low,Hard
0000000075,Fall,2018,C0003,2.9,in-person,Medium,Hard
0000000075,Fall,2018,C0003,4.1,in-person,Medium,Hard
0000000079,Fall,2018,C0003,4.4,in-person,Medium,Hard
0000000079,Fall,2018,C0003,4.0,in-person,Medium,Hard
0000000092,Fall,2018,C0003,4.9,in-person,High,Hard
0000000092,Fall,2018,C0003,3.5,in-person,High,Hard
0000000094,Fall,2018,C0003,5.1,in-person,Medium,Hard
0000000094,Fall,2018,C0003,5.4,in-person,Medium,Hard
0000000112,Fall,2018,C0003,4.4,in-person,Medium,Hard
0000000112,Fall,2018,C0003,5.2,in-person,Medium,Hard
0000000123,Fall,2018,C0003,3.9,in-person,Low,Hard
0000000123,Fall,2018,C0003,3.6,in-person,Low,Hard
0000000127,Fall,2018,C0003,2.3,in-person,Medium,Hard
0000000127,Fall,2018,C0003,5.4,in-person,Medium,Hard
0000000131,Fall,2018,C0003,4.4,in-person,Medium,Hard
0000000131,Fall,2018,C0003,4.7,in-person,Medium,Hard
0000000134,Fall,2018,C0003,7.1,in-person,High,Hard
0000000134,Fall,2018,C0003,5.3,in-person,High,Hard
0000000136,Fall,2018,C0003,3.9,in-person,Medium,Hard
0000000136,Fall,2018,C0003,4.1,in-person,Medium,Hard
0000000139,Fall,2018,C0003,3.4,in-person,Medium,Hard
0000000139,Fall,2018,C0003,4.3,in-person,Medium,Hard
0000000146,Fall,2018,C0003,3.4,in-person,Medium,Hard
0000000146,Fall,2018,C0003,3.1,in-person,Medium,Hard
0000000147,Fall,2018,C0003,1.0,in-person,Low,Hard
0000000147,Fall,2018,C0003,1.2,in-person,Low,Hard
0000000149,Fall,2018,C0003,3.6,in-person,Low,Hard
0000000149,Fall,2018,C0003,4.3,in-person,Low,Hard
0000000150,Fall,2018,C0003,5.1,in-person,High,Hard
0000000150,Fall,2018,C0003,5.9,in-person,High,Hard
0000000151,Fall,2018,C0003,6.6,in-person,High,Hard
